id,timestamp,site_id,synth_point_id,lat,lon,epsg,sensor,resolution_m,NDVI,NDWI,NDMI,BSI,NBR,clay_frac,mm_interval,mm_cumulative,VV_bit,VH_bit,B_bit,score_NDVI,score_NDWI,score_NDMI,score_BSI,score_NBR,score_clay,score_insar,score_amplitude,score_overall,flags,seed,is_bad_track,notes,total,density,maintenance_priority,priority_category
rec_428,2025-10-28T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.604988798,-0.202484201,-0.088181234,0.200936597,0.318176027,0.0,4.171905785,33.70276977,4879,3325,3906,0.0,0.0,0.353031276,0.574104563,0.136373288,0.0,1.0,0.593179715,0.360480127,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
rec_429,2025-10-29T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.485686383,-0.200156964,-0.09321203,0.206076644,0.356016154,0.027651682,4.815764968,34.03837005,7053,1042,10295,0.254030259,0.0,0.344646617,0.588790412,0.073306409,0.069129204,1.0,0.374032345,0.394536124,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
rec_430,2025-10-30T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.553254855,-0.223890972,-0.102641022,0.169767102,0.303449848,0.022622512,5.486438873,35.04464424,10509,983,15938,0.103878101,0.0,0.328931629,0.485048863,0.160916921,0.056556281,1.0,0.025654556,0.346868331,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
rec_431,2025-10-31T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.519562451,-0.207015541,-0.080315995,0.148310748,0.306915661,0.0,3.71527481,34.27975436,13990,1961,14126,0.17875011,0.0,0.366140008,0.423744994,0.155140565,0.0,1.0,0.325243326,0.372578774,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
rec_432,2025-11-01T00:00:00Z,line102_ord0,line102_ord0_p0,29.54223979,-104.3775538,4326,S1+S2_synthetic,10,0.557413878,-0.207871932,-0.095799494,0.152771553,0.306582839,0.0,5.659832348,35.45942202,10038,1138,13835,0.094635826,0.0,0.340334177,0.436490152,0.155695269,0.0,1.0,0.073133127,0.340637254,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.26; surface=urban; bsi_profile=bare,211,0.246445498,-0.086937613,LOW
rec_449,2025-10-25T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.61089407,-0.236296214,-0.123785243,0.128152616,0.353687443,0.00584869,-0.668654525,-0.668654525,2904,2088,2842,0.0,0.0,0.293691261,0.366150332,0.077187595,0.014621726,0.033432726,0.242216549,0.111775321,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_450,2025-10-26T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.532880626,-0.22363194,-0.118568523,0.060913769,0.332446717,0.012114659,1.288340294,0.619685768,1681,5705,1135,0.149154166,0.0,0.302385795,0.174039339,0.112588805,0.030286649,0.030984288,0.547098411,0.144547068,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_451,2025-10-27T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.578094397,-0.215134485,-0.133225945,0.056792718,0.377941652,0.036389688,-0.132553131,0.487132638,3429,5186,2375,0.048679118,0.0,0.277956758,0.162264907,0.036763913,0.090974219,0.024356632,0.111339216,0.088157413,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_452,2025-10-28T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.50922238,-0.220423361,-0.119213549,0.100376266,0.418005176,0.02257857,1.100204331,1.587336969,5986,3967,4502,0.201728045,0.0,0.301310751,0.28678933,0.0,0.056446425,0.079366848,0.526095715,0.159221631,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_453,2025-10-29T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.549085976,-0.225347959,-0.089449041,0.128696026,0.441539654,0.021199005,0.521279772,2.108616741,3866,7153,2473,0.113142276,0.0,0.350918265,0.367702932,0.0,0.052997513,0.105430837,0.002399418,0.135892502,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_454,2025-10-30T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.511176745,-0.222267556,-0.099544127,0.134459075,0.401083691,0.035313188,1.279218877,3.387835618,3043,7114,1949,0.197385012,0.0,0.334093122,0.384168786,0.0,0.088282971,0.169391781,0.207565217,0.176678615,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_455,2025-10-31T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.502533307,-0.223598744,-0.097820819,0.149852243,0.355390689,0.037038419,1.097731349,4.485566967,4575,3673,3533,0.216592652,0.0,0.336965302,0.428149267,0.074348851,0.092596048,0.224278348,0.174347304,0.206033417,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_456,2025-11-01T00:00:00Z,line143_ord0,line143_ord0_p0,19.04830093,-98.04652796,4326,S1+S2_synthetic,10,0.592149382,-0.22054562,-0.087416846,0.145707508,0.394431961,0.057322633,24.51848359,29.00405055,5521,1684,6037,0.017445818,0.0,0.354305257,0.416307167,0.009280065,0.143306584,1.0,0.410175792,0.327331797,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.44; surface=vegetated; bsi_profile=bare,430,0.26744186,0.608434905,MEDIUM
rec_473,2025-10-25T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.456985256,-0.224670128,-0.080135027,0.129795426,0.353794595,0.02145323,3.449435928,30.2420351,15496,1718,16762,0.317810541,0.0,0.366441621,0.370844073,0.077009008,0.053633075,1.0,0.46416586,0.393054057,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_474,2025-10-26T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.500595807,-0.217804967,-0.069258655,0.048875841,0.409821765,0.015795894,3.397687242,29.81220818,8599,4041,6427,0.220898207,0.0,0.384568908,0.13964526,0.0,0.039489736,1.0,0.269542256,0.331281103,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_475,2025-10-27T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.497935713,-0.205576678,-0.100385623,0.079915674,0.386609391,0.007022169,3.151229113,29.13592312,11868,3367,9459,0.226809527,0.0,0.332690629,0.228330497,0.022317682,0.017555424,1.0,0.078216455,0.326234796,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_476,2025-10-28T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.468200727,-0.22149495,-0.132730218,0.189537593,0.35995571,0.003107463,1.864964691,27.17337364,9780,2751,8445,0.292887272,0.0,0.278782971,0.541535979,0.066740484,0.007768657,1.0,0.143906576,0.372143332,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_477,2025-10-29T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.521708348,-0.243040417,-0.122473157,0.107204868,0.327018771,0.008520309,3.771152037,27.11701151,14404,3790,11002,0.173981448,0.0,0.295878071,0.306299622,0.121635382,0.021300773,1.0,0.347998068,0.346518212,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_478,2025-10-30T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.563808588,-0.230541532,-0.100142887,0.112462726,0.252586853,0.00994088,4.172081389,27.46157873,11891,4201,8776,0.08042536,0.0,0.333095188,0.321322075,0.245688578,0.024852201,1.0,0.080663213,0.340310615,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_479,2025-10-31T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.55584615,-0.23903189,-0.08884221,0.103916649,0.294153782,0.002776242,2.849942448,26.48400701,4927,3940,3713,0.098119666,0.0,0.35192965,0.296904711,0.176410363,0.006940605,1.0,0.660172414,0.361921057,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_480,2025-11-01T00:00:00Z,line87_ord0,line87_ord0_p0,20.06601478,-99.3258767,4326,S1+S2_synthetic,10,0.565008286,-0.232615802,-0.106419933,0.113319956,0.40283732,0.00768474,3.326288117,25.98278096,12097,2958,10137,0.077759365,0.0,0.322633445,0.323771304,0.0,0.01921185,1.0,0.10257765,0.302413495,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-21.77; surface=urban; bsi_profile=bare,245,0.27755102,0.943237273,MEDIUM
rec_489,2025-10-25T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.650432009,-0.158012955,-0.100034829,0.122489214,0.384519463,0.003694887,6.089405736,39.49024471,3893,5641,2637,0.0,0.104967614,0.333275285,0.349969182,0.025800896,0.009237218,1.0,0.038909144,0.301762425,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_490,2025-10-26T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.66423726,-0.181863766,-0.070712594,0.181364324,0.366858686,0.004403236,5.334760402,40.05345668,4906,3507,3852,0.0,0.045340584,0.382145676,0.518183783,0.055235523,0.01100809,1.0,0.268065905,0.335913316,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_491,2025-10-27T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.694580038,-0.194854472,-0.089891414,0.125514014,0.307964556,0.0,5.645205374,40.92711363,4920,2540,4396,0.0,0.012863819,0.350180977,0.358611469,0.153392407,0.0,1.0,0.271232928,0.326245183,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_492,2025-10-28T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.64808248,-0.195545945,-0.080074666,0.200718463,0.260158282,0.017424468,4.687443072,40.84300828,1494,5729,1008,0.0,0.011135137,0.366542223,0.573481322,0.23306953,0.043561169,1.0,0.503782928,0.375770614,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_493,2025-10-29T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.648936587,-0.217506969,-0.093190997,0.191453524,0.224992485,0.030312249,6.011393811,42.08285367,1759,4081,1310,0.0,0.0,0.344681672,0.547010069,0.291679192,0.075780623,1.0,0.443835701,0.376135953,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_494,2025-10-30T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.597833364,-0.176357858,-0.094411993,0.193773637,0.284726104,0.031412077,4.128684761,41.43999,3278,3404,2601,0.004814746,0.059105355,0.342646679,0.553638962,0.19212316,0.078530193,1.0,0.100213667,0.35139005,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_495,2025-10-31T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.625279805,-0.163986288,-0.078019512,0.178833582,0.262883154,0.029975172,5.229013618,41.8974552,6051,1660,6670,0.0,0.09003428,0.36996748,0.51095309,0.228528077,0.07493793,1.0,0.527083172,0.379974126,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_496,2025-11-01T00:00:00Z,line119_ord31,line119_ord31_p0,26.01847761,-108.7889821,4326,S1+S2_synthetic,10,0.620679219,-0.161543066,-0.08975982,0.133565082,0.299813729,0.043496825,4.355714182,41.48162096,3467,2010,3457,0.0,0.096142335,0.3504003,0.38161452,0.166977119,0.108742061,1.0,0.057458852,0.333692344,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=38.88; surface=vegetated; bsi_profile=bare,224,0.183035714,-2.186988037,LOW
rec_497,2025-10-25T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.373090808,-0.111264644,-0.068798188,0.130202623,0.342249616,0.011637918,0.207028884,19.88765428,8396,4866,5923,0.504242649,0.22183839,0.385336353,0.372007493,0.096250641,0.029094795,0.994382714,0.30707362,0.448156131,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_498,2025-10-26T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.421794905,-0.126489299,-0.056280179,0.180929612,0.372373112,0.011379291,3.850911564,20.92704793,15057,1148,20636,0.396011323,0.183776752,0.406199702,0.516941749,0.046044813,0.028448227,1.0,0.16328595,0.426697501,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_499,2025-10-27T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.456191934,-0.145670279,-0.037440819,0.055226138,0.391880682,0.0275483,1.85765989,19.97318991,5900,2914,4974,0.31957348,0.135824303,0.437598636,0.157788966,0.013532196,0.068870749,0.998659495,0.483326058,0.388287387,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_500,2025-10-28T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.376844183,-0.108317532,-0.0589229,0.047770162,0.368813485,0.034157595,0.500554759,17.66222675,8242,1499,9619,0.495901815,0.229206169,0.401795167,0.136486177,0.051977526,0.085393987,0.883111338,0.31794817,0.400604877,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_501,2025-10-29T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.396146072,-0.133552183,-0.092451686,-0.031426605,0.309797802,0.016099506,2.311276485,17.16198532,18636,3004,15520,0.453008729,0.166119543,0.345913856,0.0,0.150336997,0.040248766,0.858099266,0.416013303,0.376084285,"[""coherence_low"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_502,2025-10-30T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.310997901,-0.113926163,-0.034279804,0.044805756,0.279519493,0.028643822,4.026789621,18.37725703,19965,5919,13355,0.469450276,0.143980742,0.428583742,0.160020558,0.08433439,0.071609554,0.918862852,0.509859252,0.414073916,"[""cloud_mask"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_503,2025-10-31T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.35521453,-0.128834174,-0.097523166,-0.008075084,0.379470629,0.037408624,1.377937106,16.94367622,12826,4768,9103,0.543967712,0.177914566,0.33746139,0.0,0.034215619,0.093521561,0.847183811,0.005746211,0.356736701,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_504,2025-11-01T00:00:00Z,line13_ord0,line13_ord0_p0,20.62965809,-100.2995804,4326,S1+S2_synthetic,10,0.371633371,-0.162396523,-0.133331925,-0.038431483,0.414217005,0.022304514,3.237529123,17.36968743,12935,5925,8650,0.507481398,0.094008693,0.277780125,0.0,0.0,0.055761285,0.868484372,0.013443132,0.329721263,"[""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=-30.31; surface=urban; bsi_profile=bare,224,0.263392857,0.474337125,MEDIUM
rec_561,2025-10-25T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.316073145,-0.078244897,-0.061282898,0.095654662,0.296673211,0.000397646,-5.204418896,-29.5572477,5952,6761,3856,0.455352376,0.255484695,0.372327296,0.341623795,0.048597476,0.000994115,1.0,0.063267756,0.417133134,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_562,2025-10-26T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.446001874,-0.133501066,-0.087516407,0.159804965,0.320043791,0.003507778,-4.72522306,-30.80349522,4255,5086,2964,0.342218059,0.166247336,0.354139321,0.456585614,0.133260348,0.008769445,1.0,0.38927337,0.423738998,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_563,2025-10-27T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.358738554,-0.181064671,-0.109099026,0.148661409,0.363222723,0.031100022,-3.240346073,-30.56486575,7799,6615,5078,0.536136547,0.047338322,0.318168289,0.424746883,0.061295462,0.077750055,1.0,0.555809571,0.443033374,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_564,2025-10-28T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.355421203,-0.199764325,-0.094861883,0.106886513,0.32173688,0.029430288,-16.4453727,-43.53126291,3848,6719,2496,0.543508438,0.000589187,0.341896862,0.305390037,0.130438534,0.073575721,1.0,0.497808572,0.438719134,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_565,2025-10-29T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.280448791,-0.163193764,-0.093194016,0.04877436,0.224956051,0.019467616,-0.402359451,-40.45464682,5445,6966,3504,0.554308913,0.0,0.305845801,0.174194143,0.198008226,0.048669041,1.0,0.071934572,0.409889482,"[""cloud_mask"", ""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_566,2025-10-30T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.386760698,-0.214033024,-0.119794222,0.046325534,0.30943711,0.0,-4.351015035,-41.32668631,5921,7763,3723,0.473865117,0.0,0.300342964,0.13235867,0.150938149,0.0,1.0,0.055000947,0.378451105,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_567,2025-10-31T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.386963783,-0.193597459,-0.108173006,0.084105837,0.438597712,0.021629847,-3.65862577,-41.50633653,7197,5785,4842,0.473413815,0.016006351,0.319711657,0.24030239,0.0,0.054074619,1.0,0.395273473,0.39073779,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_568,2025-11-01T00:00:00Z,line13_ord104,line13_ord104_p0,19.55239005,-99.1880395,4326,S1+S2_synthetic,10,0.355406571,-0.149483736,-0.106839764,0.1086047,0.449186124,0.020255474,-3.153122199,-41.18048319,5301,3352,4231,0.543540953,0.126290659,0.321933727,0.310299142,0.0,0.050638685,1.0,0.110335233,0.408705926,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=11.42; surface=vegetated; bsi_profile=bare,244,0.200819672,-1.598006239,LOW
rec_569,2025-10-25T00:00:00Z,line87_ord23,line87_ord23_p0,19.55330857,-99.18813282,4326,S1+S2_synthetic,10,0.34556632,-0.184143844,-0.101747215,0.118240783,0.34514198,0.023475153,5.951638785,40.07818198,2672,2041,2644,0.565408178,0.03964039,0.330421308,0.337830808,0.091430033,0.058687882,1.0,0.450596008,0.439570651,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.22; surface=water; bsi_profile=bare,460,0.263043478,0.462766146,MEDIUM
rec_570,2025-10-26T00:00:00Z,line87_ord23,line87_ord23_p0,19.55330857,-99.18813282,4326,S1+S2_synthetic,10,0.35565445,-0.222005847,-0.101425677,0.089976239,0.341001243,0.022647588,4.124338143,39.32729966,1360,2437,1238,0.542990111,0.0,0.330957205,0.257074969,0.098331262,0.05661897,1.0,0.175490264,0.410304251,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.22; surface=water; bsi_profile=bare,460,0.263043478,0.462766146,MEDIUM
rec_571,2025-10-27T00:00:00Z,line87_ord23,line87_ord23_p0,19.55330857,-99.18813282,4326,S1+S2_synthetic,10,0.265356114,-0.224864473,-0.109568795,0.062179198,0.301606887,0.011781014,6.145902519,40.59798173,2240,2390,2057,0.74365308,0.0,0.317385342,0.177654852,0.163988522,0.029452534,1.0,0.24444565,0.45239709,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.22; surface=water; bsi_profile=bare,460,0.263043478,0.462766146,MEDIUM
rec_572,2025-10-28T00:00:00Z,line87_ord23,line87_ord23_p0,19.55330857,-99.18813282,4326,S1+S2_synthetic,10,0.350948792,-0.21687294,-0.046807485,0.112868909,0.26009309,0.001170209,5.687074974,41.40983624,2151,1959,2173,0.55344713,0.0,0.421987526,0.322482597,0.233178184,0.002925522,1.0,0.201974859,0.451457561,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.22; surface=water; bsi_profile=bare,460,0.263043478,0.462766146,MEDIUM
rec_573,2025-10-29T00:00:00Z,line87_ord23,line87_ord23_p0,19.55330857,-99.18813282,4326,S1+S2_synthetic,10,0.30759899,-0.18229551,-0.071934765,0.097191497,0.281362497,0.008920894,4.736475871,41.27109166,2428,711,4624,0.649780022,0.044261224,0.380108726,0.277689991,0.197729172,0.022302234,1.0,0.334159232,0.466649884,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.22; surface=water; bsi_profile=bare,460,0.263043478,0.462766146,MEDIUM
rec_574,2025-10-30T00:00:00Z,line87_ord23,line87_ord23_p0,19.55330857,-99.18813282,4326,S1+S2_synthetic,10,0.305946537,-0.175921669,-0.070362044,0.026411975,0.314388566,0.023301555,4.887491629,41.28336283,1414,543,3311,0.653452141,0.060195828,0.382729927,0.075462784,0.142685723,0.058253888,1.0,0.149721469,0.433467405,"[""critical_threshold"", ""insar_critical"", ""synthetic_note""]",42,True,synthetic generator; insar_rate_mm_per_year=23.22; surface=water; bsi_profile=bare,460,0.263043478,0.462766146,MEDIUM
